Job Title;Description;District;Work Mode
Practicante de Digitalización;Descripción del puesto ¡Hola a todos! En REPSOL, estamos buscando entusiastas e innovadores Practicantes de Digitalización para unirse a nuestro equipo. ¡Únete a nosotros y ayuda a dar forma al futuro de la energía! REQUISITOS Estudiante de últimos ciclos de las carreras de Ing. Sistemas, Ing. Industrial o afines Manejo de herramientas de automatización y/o programación Power BI a nivel intermedio. Paquete de office a nivel intermedio. Idioma de ingles a nivel intermedio. FUNCIONES Apoyo en el levantamiento de procesos y elaboración de flujogramas de la operación. Identificación de oportunidades de eficiencia y automatización, así como la optimización de proyectos en ejecución. Participación en la elaboración de aplicativos que permitan la digitalización y diminuyan la manualidad del negocio Apoyo en la actualización y reporte de indicadores del área Soporte en procesos administrativos del área Presencial Programación Full-time, Pasantía Junior 1 vacante disponible Empleos relacionados Nuevo Publicado hace 3 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 29 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 4 horas ANALISTA PROGRAMADOR .NET/SQLSERVER INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net ... Múltiples vacantes Lima, Lima Híbrido Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Energía Ver más avisos de la empresa REPSOL Calificación general 6 3.8 Basado en 12 opiniones 5 59% 4 8% 3 8% 2 8% 1 17% Calificación por categoría Ambiente laboral 3.5;San Isidro;Presencial
ANALISTA PROGRAMADOR Java - Microservicios;Descripción del puesto Somos Canvia ¡Una empresa que innova y reinventa! ¡Buscamos a un Programador Java con ADN de innovación! Top de razones para trabajar con nosotros: CANVIA es una de las empresas más grandes del sector IT en el Perú y nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital en múltiples industrias. Nos mueve la reinvención, hacer las cosas diferentes a través de buenas ideas, cuestionar el statu quo. Años de experiencia desarrollando y ejecutando soluciones con un equipo humano valioso y que suma diferentes capacidades, nuevos modelos de negocios a través del uso de tecnologías digitales y sistemas de gestión del cambio soportados en una cultura Lean-Agile. ¿Qué retos tendrás como Programador? Desarrollo de sistemas y/o software con Java y base de datos Oracle, empleando tecnologías como JSF, JPA, Spring Framework, Spring Boot, Spring Cloud, microservicios. Elaborar el código de programación de los proyectos que le son asignados. Elaborar la documentación relacionada al proyecto, de acuerdo con los entregables comprometidos. Brindar soporte a las pruebas en ambiente de Certificación. Capacidad para un rápido entendimiento de los procesos de negocio del cliente, proactividad y comunicación efectiva. ¿Qué skills buscamos en ti? Tecnico titulado o Bachiller de la carrera de Ingeniería de Sistemas, Ingeniería Informática, Computación e informática o carreras afines. 4 años de experiencia. (comprobada) Experiencia en Programación: JAVA a nivel intermedio o avanzado. Conocimientos de Base de Datos: Oracle Experiencia en desarrollo de Microservicios. Lo que encontrarás en Canvia: ü Trabajar en equipo con especialistas en nuevas tecnologías y generar impacto a través de la transformación de nuestros clientes y proyectos de gran escala. ü Cultura de equipo altamente colaborativa y orientado a romper paradigmas. ü A RETARTE y cuestionarte como lo estás haciendo para pensar cómo hacerlo mejor. ü Foco en tu desarrollo y línea de crecimiento, a través de Canvia College donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión. ü La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres. ü Trabajo desde casa en la mayoría de nuestras posiciones. En esta empresa está prohibida la discriminación – Ley N° 29973 Híbrido Programación Full-time, Indeterminado Semi Sr 2 vacantes disponibles Avisos de CANVIA Nuevo Publicado hace 29 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en el día a día? Usar herramientas de automatización Automatizar procesos internos Documentar procesos, flujos y buenas prácticas para asegurar continuidad operativa. Apoyo en desarrollo de software y automatizaciones🎓 ¿Qué perfil buscamos? Egresado(a) técnico o universitario(a) en carreras afines a Tecnología de la Información. Con iniciativa, buena comunicación, ganas de aprender y vocación de servicio.Modalidad: Remoto🕒 Horario: Lunes a viernes 9am - 6pm;Cercado De Lima;Híbrido
Programador;Descripción del puesto ¿Cuáles serán mis desafíos? Planificar y programar las operaciones de transporte y abastecimiento de productos a nivel nacional. Coordinar la disponibilidad operativa de las unidades en función de la demanda de los clientes y la capacidad de atención. Asegurar la continuidad del suministro de productos en distintas regiones del país, priorizando las zonas críticas para garantizar la cobertura oportuna. Gestionar la programación bajo criterios de seguridad y eficiencia, manteniendo una comunicación fluida entre las áreas involucradas en la operación. Velar por el cumplimiento de los estándares de servicio y la optimización de recursos en las operaciones logísticas. ¿Qué es lo que se requiere de mí? Estudios Universitarios y/o Técnicos de Ingeniería Industrial, Cadena de Suministro, Transporte o afines. Manejo de software: Office, a nivel avanzado / SAP (deseable). Mínimo 01 año de experiencia en posiciones similares (como Programador). Disponibilidad para trabajar en turnos rotativos. Presencial Programación Full-time, Indeterminado Junior 1 vacante disponible Empleos relacionados Actualizado hace 2 horas Software Engineer Senior Grupo Gloria 4.3 Alta revisión de perfiles Centro, empresa de Tecnología, perteneciente al Grupo Gloria, como parte de su plan de crecimiento, se encuentra en la búsqueda de los mejores talentos para ocupar la posición de:Software Engineer SeniorMisión:Responsable del desarrollo, mantenimiento y soporte a Aplicaciones Web & Mobile tanto a ... La Victoria, Lima Presencial Actualizado ayer Desarrollador/Programador Semi Senior - Teletrabajo Confidencial Empresa del rubro de Tecnología se encuentra en la búsqueda del mejor talento para ocupar el puesto de Programador Semi Senior - TeletrabajoFunciones: Analizar, diseñar y desarrollar aplicaciones web utilizando ASP.NET MVC y C#. Implementar interfaces dinámicas y responsivas con JavaScript y ... San Isidro, Lima Remoto Publicado hace 2 días Analista de Imagenes Hospitalarias / Sistemas GRUPO SAN PABLO 2.4 Grupo San Pablo te invita a unirte a su equipo, donde la excelencia, el compromiso y la tecnología de punta se combinan para ofrecer soluciones únicas. Si buscas un entorno dinámico y desafiante. ¡Esta es tu oportunidad de marcar la diferencia en la vida de las personas!Hoy, queremos que seas parte ... Santiago de Surco, Lima Presencial Actualizado hace 3 horas Programador OLOGGI S.A.C Alta revisión de perfiles Estamos en búsqueda de un Programador Full Stack para integrarse a nuestro equipo y participar en uno de nuestros próximos proyectos.Lo que buscamos de tiPrincipales responsabilidades: Implementar interfaces dinámicas y atractivas con JavaScript e integraciones con APIs REST. Construir y mantener ... Postulación rápida Miraflores, Lima Presencial Actualizado hace 2 días Programador ACTIVE CHANGE Lima, Lima Presencial Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Búsquedas Relacionadas Trabajos en Lima Trabajos en Lima Trabajos en Tecnología, Sistemas y Telecomunicaciones Trabajos en Programación ¡Descarga la app en tu celular! Términos y Condiciones Política de Privacidad Condiciones de contratación Preguntas frecuentes Ofertas de Empleo Perú © Copyright 1999-2025 Jobint;Lima;Presencial
Analista Programador FRONTEND - Angular;Descripción del puesto Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y segura. ¡Reinventa el futuro con Canvia! Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura. Como Analista Programador ANGULAR tendrás la misión de: Desarrollar la interfaz de usuario en Angular con Microfrontends. Integrar con Azure API Management y asegurar la correcta comunicación con el backend. Garantizar accesibilidad y compatibilidad en múltiples dispositivos. * REQUISITOS: Bachiller en la carrera de Ingeniería de sistemas, Ingeniería informática, Ingeniería electrónica, Ingeniería industrial o carreras afines. Experiencia no menor de 5 años como Analista programador o Analista de aplicaciones o similares. Manejo indispensable de ANGULAR, React, Vue,js, Jquery, TypeScripT, JScript.  *;Lima;Híbrido
Practicante Profesional: Programación PLSQL;Descripción del puesto ¿Estás buscando iniciar tu carrera como Practicante Profesional Desarrollador PL/SQL en un proyecto retador y con gran proyección de crecimiento? ¡Esta es tu oportunidad! 🙌 Requisitos clave: Recien egresados de Sistemas, computación o afines. Conocimientos en PL/SQL y Oracle. Experiencia previa en proyectos académicos o prácticas relacionadas. Conocimientos básicos en Java (Spring) [deseable]. Conocimientos básicos en AngularJS [deseable]. Interés en aprender y aportar en procesos de migración tecnológica. Actitud proactiva, orientación a resultados y capacidad para trabajar en equipo. ✨;San Isidro;Remoto
Tech Lead / Líder Técnico Frontend (React + NextJS);Descripción del puesto ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido. Te invitamos a participar de proceso TECH LEAD / LIDER TÉCNICO FRONTEND (REACT + NEXTJS) y ser parte de esta experiencia: RESPONSABILIDADES: Liderar el diseño e implementación de arquitecturas web y/o móviles. Coordinar tareas de desarrollo frontend en su mayoría. Desarrollar e integrar APIs, servicios externos y sistemas de terceros. Supervisar buenas prácticas de testing automatizado y control de versiones. Gestionar la infraestructura, rendimiento y disponibilidad de los sistemas. Colaborar con equipos multidisciplinarios locales e internacionales. Aplicar metodologías ágiles y fomentar la cultura DevOps. REQUISITOS: Experiencia mínima de 5 años a más como TECH LEAD / LIDER TÉCNICO. Experiencia viendo tareas de desarrollo FRONTEND con REACT. Experiencia sólida con framework NEXTJS. Bases de datos y servidores: MariaDB/MySQL, PostgreSQL, Redis, MongoDB Entornos Cloud: AWS, GCP, Digital Ocean Herramientas: Google Looker Studio, PowerBI, Google Analytics, Grafana Testing & DevOps: Cucumber, CI/CD, control de versiones Autenticación: OAuth2 HABILIDADES BLANDAS: Liderazgo y capacidad para guiar equipos técnicos Alta capacidad analítica y toma de decisiones Autonomía, proactividad y compromiso con resultados ¿QUE;Lima;Híbrido
Practicante Profesional Desarrollador PL/SQL;Descripción del puesto ¿Estás buscando iniciar tu carrera como Practicante Profesional Desarrollador PL/SQL en un proyecto retador y con gran proyección de crecimiento? ¡Esta es tu oportunidad! 🙌 Requisitos clave: Egresados de Ing. de Sistemas o afines. Conocimientos en PL/SQL y Oracle. Experiencia previa en proyectos académicos o prácticas relacionadas. Conocimientos básicos en Java (Spring) [deseable]. Conocimientos básicos en AngularJS [deseable]. Interés en aprender y aportar en procesos de migración tecnológica. Actitud proactiva, orientación a resultados y capacidad para trabajar en equipo. ✨;Lima;Remoto
Analista Programador Visual Basic .Net;Descripción del puesto Analista Programador Visual Basic .Net Resumen del Puesto Estamos buscando un Analista Programador Visual Basic .Net con experiencia en desarrollo y mantenimiento de aplicaciones en Visual Basic .Net. El candidato ideal tendrá la oportunidad de participar en proyectos desafiantes dentro de un entorno dinámico. Responsabilidades Desarrollo y mantenimiento de aplicaciones en Visual Basic .Net. Participación en el diseño y la implementación de soluciones de software. Colaboración con otros miembros del equipo para garantizar la calidad del código. Optimización de código y resolución de incidencias. Requisitos Experiencia en desarrollo y mantenimiento de aplicaciones en Visual Basic .Net. Manejo de C#. Experiencia en Stored Procedures en SQL. Experiencia en procesos de ETL utilizando SQL Server y SSIS. Conocimiento en bases de datos (SQL Server, MySQL, Oracle). Conocimiento de control de versiones (GitHub, TFS). Conocimiento de frameworks .NET. Presencial Programación Full-time, Indeterminado Semi Sr De S/.2,500 A S/.3,000 Por Mes 1 vacante disponible Empleos relacionados Nuevo Publicado hace 3 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Actualizado ayer Analista Programador .NET | Visual Basic Entelgy 2.0 DÉJANOS CONTARTE LO QUE NOS HACE GENUINEBuscamos profesionales que quieran reinventarse cada día, que enfrentarse a los retos vaya en su ADN y que sientan pasión por trabajar con la tecnología. Esto nos hace únicos, diferentes y auténticos.¿QUÉ ESTAMOS BUSCANDO?Buscamos un Analista programador con ... Múltiples vacantes Lima, Lima Híbrido Nuevo Publicado hace 30 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Informática / Tecnología Tamaño de la empresa Entre 151 y 300 empleados Ver más avisos de la empresa IDM Technology Esta empresa todavía no tiene calificaciones para mostrar Te invitamos a compartir tu opinión sobre esta empresa Calificar empresa Búsquedas Relacionadas Trabajos en Lima Trabajos en Barranco Trabajos en Tecnología, Sistemas y Telecomunicaciones Trabajos en Programación ¡Descarga la app en tu celular! Términos y Condiciones Política de Privacidad Condiciones de contratación Preguntas frecuentes Ofertas de Empleo Perú © Copyright 1999-2025 Jobint;Barranco;Presencial
Desarrollador Java Mobile;Descripción del puesto Fundado en París en 1895 y con más de 100 años de experiencia en la enseñanza de las artes culinarias y hospitalidad, en la actualidad Le Cordon Bleu tiene 40 escuelas en más de 20 países, con un promedio de 30 millones de alumnos en todo el mundo con más de 70 de nacionalidades lo que hace de Le Cordon Bleu tu pasaporte al mundo. En Perú La Red Educativa Le Cordon Bleu está conformado por 2 unidades de negocio principales, la Universidad Le Cordon Bleu con 4 carreras orientadas a la gestión, técnicas alimentarias y el turismo. El Instituto Le Cordon Bleu con 5 carreras profesionales enfocadas en servicio de la gastronomía, hotelería y bar. Le Cordon Bleu Perú los invita a ser parte de este mundo de experiencias y creatividad. Le Cordon Bleu, la Red Educativa líder en formar profesionales de excelencia en el mundo de la gastronomía y la hospitalidad está buscando integrar en su equipo a un(a) Analista Desarrollador Java- Mobile que debe cumplir con los siguientes criterios: Objetivo del Puesto Analizar, desarrollar, implementar y mantener soluciones de software en lenguaje Java, asegurando la calidad técnica del código, la usabilidad funcional y el cumplimiento de los requerimientos establecidos por las áreas usuarias, así como la documentación y trazabilidad del proceso de desarrollo. Funciones: Analizar los requerimientos funcionales entregados por el Líder de Desarrollo o el Analista Funcional. Diseñar las estructuras lógicas y técnicas para el desarrollo de funcionalidades asignadas. Desarrollar código Java backend, móviles kotlin según estándares técnicos definidos, incluyendo pruebas unitarias y validaciones internas. Realizar pruebas funcionales en el entorno de desarrollo y participar en las pruebas integradas. Elaborar documentación técnica de los módulos desarrollados (comentarios, manuales, diagramas). Ejecutar los pases de versión y actualizaciones bajo supervisión, respetando protocolos definidos. Realizar mantenimiento correctivo, adaptativo y evolutivo sobre módulos ya implementados Participar en la planificación y estimación de tiempos de desarrollo dentro de proyectos asignados. Registrar el avance de tareas, incidentes y entregables en herramientas definidas por la Dirección de TI. Aplicar buenas prácticas de codificación, seguridad, escalabilidad y control de versiones. Coordinar permanentemente con el equipo de base de datos y otros desarrolladores para garantizar integridad e integración Competencias Planificación y organización Iniciativa Comunicación Trabajo en equipo Capacidad de análisis y de síntesis.  Requisitos: Bachiller/Licenciado universitario en Ingeniería de Sistemas, Informática o afines. Experiencia de 2 años en desarrollo de software en entornos organizacionales Mínimo 1 año desarrollando soluciones backend en lenguaje Java Experiencia en Kotlin Deseable Certificación en Java SE/EE (Oracle u otra reconocida), fundamentos de desarrollo seguro.  Presencial Programación Full-time Senior / Semi-Senior 1 vacante disponible Empleos relacionados Nuevo Publicado hace 3 horas Analista Programador Postgre/Oracle/Híbrido Green Solutions Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:(1) Analista Programador Postgre/OracleRequisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia ... San Borja, Lima Híbrido Nuevo Publicado hace 30 minutos Practicante pre profesional de automatización CANVIA 2.5 🌟 ¡LANZA TU CARRERA EN TECNOLOGÍA CON NOSOTROS! 🌟En Canvia estamos buscando un(a) Practicante pre profesional de automatización con ganas de aprender, aportar y crecer en una empresa que lidera la transformación digital en el país. 💻🚀👨‍💻 ¿Qué harás en ... Cercado De Lima, Lima Remoto Nuevo Publicado hace 2 horas Analista Programador Fullstack Java Hitss Perú 2.2 ¡En Hitss, empresa de tecnología con más de 36 años de experiencia ofreciendo soluciones innovadoras en América Latina, USA y EUROPA, nos encontramos en la búsqueda de nuestro próximo ANALISTA PROGRAMADOR JAVA/ANGULAR!REQUISITOS: Bachiller o titulado de Ingeniería de Sistemas, Informática, o ... Múltiples vacantes La Victoria, Lima Remoto Nuevo Publicado hace 2 horas Desarrollador Genexus - Remoto Software Enterprise Services S.A.C. 2.8 SOFTWARE ENTERPRISE SERVICESSomos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de ... Múltiples vacantes Cercado De Lima, Lima Híbrido Apto discapacidad Nuevo Publicado hace 4 horas ANALISTA PROGRAMADOR .NET/SQLSERVER INTEGRATION & QUALITY PROJECT MANAGEMENT S.A.C. - IQ PROJECT S.A.C. En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.REQUISITOS: Experiencia en: Desarrollo de aplicaciones Web en .Net ... Múltiples vacantes Lima, Lima Híbrido Actualizar sueldo en Mi CV Este campo solo acepta carácteres numéricos. Ver el salario promedio pretendido Bruto por área. Recuerda que el sueldo bruto es el salario total sin las retenciones e impuestos. Ingresa tu sueldo bruto pretendido y calculamos un aproximado de cuánto te queda de sueldo neto ¿Cómo lo calculamos? Postularme El contenido de este aviso es propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello. Bajo ningún motivo envíes dinero o realices pagos. Ningún reclutador te pedirá pagar por rendir un test, prueba, capacitación, recibir un antecedente u otro motivo. Industria Educación Ubicación 1, Lima Tamaño de la empresa Entre 151 y 300 empleados Le Cordon Bleu es una red de renombre mundial de instituciones de enseñanza dedicado a proveer el más alto nivel de la enseñanza culinaria y de hostelería a través de programas de clase mundial. Ver más avisos de la empresa Red Educativa Le Cordon Bleu Esta empresa todavía no tiene calificaciones para mostrar Te invitamos a compartir tu opinión sobre esta empresa Calificar empresa Búsquedas Relacionadas Trabajos en Lima Trabajos en Lima Trabajos en Tecnología, Sistemas y Telecomunicaciones Trabajos en Programación ¡Descarga la app en tu celular! Términos y Condiciones Política de Privacidad Condiciones de contratación Preguntas frecuentes Ofertas de Empleo Perú © Copyright 1999-2025 Jobint;Lima;Presencial
Desarrollador Full Stack;Descripción del puesto ¡Hola talentos! Somos un holding empresarial destacado en el sector salud en Perú, ofrecemos servicios médicos de excelencia con soluciones innovadoras y tecnología avanzada. Con una amplia red de centros médicos y una sólida presencia en el mercado, nos destacamos por nuestra inclusión y mejora continua. ¡Forma parte de nuestro gran equipo y transforma el cuidado de la salud en el país como Desarrollador Full Stack! Requisitos: Egresados de la carrera de Ing. De Sistemas, Informática y/o afines. Experiencia en lenguajes de programación Python, Angular ( 1 0 o superior), Java, Conocimiento de Ajax, JSON y el modelo API REST (Deseable) Conocimiento de Operaciones Cloud: AWS (Deseable) Conocimientos en modelamiento y administración de base de datos (MySql, Mariadb, Postgres): Implementación de procedimientos, scripts y funciones eficientes para la distribución de datos, capacidad de documentación y estructuración de soporte robusto. (Indispensable). ¿Cuáles serán tus retos? Desarrollo de aplicaciones utilizando estructuras y arquitecturas de desarrollo back-end/front-end. Integración con servicios externos. Configuración de seguridad y prevención de ataques Construir estructuras o arquitectura en BBDD para garantizar la distribución de datos adecuada y fiable a las distintas plataformas según requerimiento. Implementar algoritmos optimizados y resolver problemas relacionados con el sistema. Razones para unirte a nuestro equipo: Agradable ambiente laboral.;Miraflores;Presencial
